,sampleLabel_0,sampleLabel_1,sampleLabel_2,sampleLabel_3,sampleLabel_4,sampleLabel_5,sampleLabel_6,sampleLabel_7,sampleLabel_8,sampleLabel_9,value
0,476.0700547566602,-49.77351395373945,31.83865883863115,25.38789203851738,22.794757544570725,19.793242161680176,3.595820452987085,18.16561125532607,14.938560732209345,2.445761304680295,2
1,3.196352742290768,2.2772043421356427,1.497776141332095,17.40065570077899,26.03032927399449,22.173777881404938,1.8560809497189485,-15.417198910303021,-8.410614134250718,14.433772890301528,2
2,19.41037718804535,4.887261953876733,15.660429988738755,-3.432154044550527,-8.050196823327743,-1.1828609753836286,-1.3562768758774948,12.918973531388357,-11.80289730082944,21.32705094939376,2
3,4.0038244870095685,-6.762586910225535,-2.1668151959565582,26.59026477780427,-6.968647040302237,9.920160916214432,9.688072227767652,11.099317323328338,10.2635168112702,24.115783598833985,2
4,-4.325503173698729,27.354623124454616,1.2790748161901027,7.1450828419341015,9.57083571355108,17.074719204827478,18.666258172989185,-9.404493488066992,22.07308785926321,7.617296190965293,2
5,-6.540040845682161,6.249434123774235,32.936111523666376,12.607702670885963,11.63371147998627,24.32527354154626,-3.4291812772198633,3.384032479852555,29.729612413162798,-3.8949368915303713,2
6,17.596263328009325,10.328179993797193,-9.655090101653892,13.122799067640084,6.445228774318056,3.8190366042184665,13.429345964896326,16.666225552285816,-9.09306901333862,30.711440547323747,2
7,-9.02821143996431,21.202009580938928,-1.3501549005872349,17.642069022666593,4.036758020000403,-9.004999642217328,28.61579342552595,-7.980412498700538,14.739133825329983,17.657452679758244,2
8,-2.152059407528919,19.139761387719297,-12.708202498682677,19.263028611427362,-18.067258159585577,9.480143256510818,14.668004807532714,-6.465801458748205,13.74039102689997,14.342460112515399,2
9,13.660863330349574,2.0740910697058874,37.05459992940169,3.482758685438774,11.604878643966035,4.9510635605949505,-9.386287092696957,15.609088155288982,-0.4393490682082855,7.348510841794512,2
10,-10.423782234435052,6.256808310444645,7.773663781272251,6.655393697991072,-7.146207502784635,15.514748270830868,27.623318774943478,27.291953067859854,-13.253608454328335,22.966515022736885,2
11,-29.166121532457467,27.6643361101328,3.0240434694212324,-6.748789211811546,3.8801566011765334,14.57191522685665,-3.476290424901562,6.135588564774396,4.320370493138422,-15.755550658046051,2
12,-6.9296625109382815,6.663923176456349,13.73651502146405,11.71217142638914,18.149200490549326,-12.471648842351598,-2.136309311559682,20.324821874949812,13.686299248291508,6.540880191933519,2
13,-8.991411638651213,20.172405972474856,-31.112615095022143,6.753663633443724,0.7442331534786387,13.78973064110455,3.2731866236721783,-13.770206839878353,0.5480406351495459,6.154783451706178,2
14,16.977355035949444,-8.05780981081527,-0.617886951024021,5.808958597786792,9.380273341086905,7.590987675423753,-13.48388787013105,-2.9488757234781238,-0.7539520495612042,5.743286404015761,2
15,8.42123037828989,9.677638936993285,-5.842533213148161,11.094863381321423,-0.6033777976028588,9.98630275219102,13.530342829982255,-20.358801272051796,2.931139216683972,-0.6860633688301926,2
