,sampleLabel_0,sampleLabel_1,sampleLabel_2,sampleLabel_3,sampleLabel_4,sampleLabel_5,sampleLabel_6,sampleLabel_7,sampleLabel_8,sampleLabel_9
0,710.234993062545,-21.10369395625224,-35.21363562361079,-27.027472750685437,-11.139786406762413,3.0031057050624885,6.032469772908386,-1.001153007181967,30.478386321764336,10.103843649985896
1,663.9211108155142,-50.87205044770766,-30.38110871143905,-24.290221472791227,-9.095728750354736,7.04321539111213,20.619838452205784,14.297742522353534,55.58916015788043,2.034929180630585
2,608.4524086093571,-79.91337999257328,-42.08621650121839,-23.046386789422133,-2.001027063750392,13.197294441081732,26.955436854607193,24.594123098395745,53.06830737883974,3.0523937709458777
3,562.8049722407179,-105.02543299458237,-48.897730730738324,-20.597997862725524,7.04321539111213,25.749974955310194,26.955436854607193,26.249797410822033,38.93270146739939,9.574501809760866
4,516.2677994224707,-112.50304357841227,-38.51757878867547,-16.841295698540197,8.091274111497825,37.50105062730116,29.097042458671485,34.75460420290689,33.37504504221831,13.066422838973567
5,506.2986167887395,-66.85124363087914,-60.40338183395238,-23.179782098394632,-8.039670080372673,6.012262536274077,27.60352995271536,20.883594585084694,37.3903171188006,11.85724516774003
6,415.4436749204739,-62.20485427986276,-67.66039671321526,-23.71449033548006,-6.014871332079117,8.019433074975641,33.78347922753275,27.56095598356202,39.5357231169587,12.604640436456453
7,356.5971845533135,-62.179350731789214,-69.17124045439846,-22.522538807764953,-3.0015991766054797,9.022611086824952,36.831658971838436,30.91613419096102,41.685293074481635,11.373504495922182
8,309.3025609742866,-66.95929322519477,-67.67244233827611,-20.108621736521485,-2.00044045107211,10.025191831469982,40.963932486361536,31.938992964488925,42.60893347930677,8.151374663350971
9,522.8206876681407,-63.867528823650474,-59.49637305293451,-23.71449033548006,-11.097503654153643,3.0011323749691505,19.218248257841992,15.46487883915434,26.65664520590295,9.574501809760866
10,429.2256513286319,-62.988151433255524,-73.05784986716444,-26.93126821228609,-10.065238115711145,8.013260486887194,24.298833532982187,18.573411470964963,22.39544493270228,9.365693723222504
11,364.96050734509413,-63.13898732357609,-77.91878154805507,-26.60379222383481,-7.022623349423059,10.020437560456797,29.396220140253245,20.703446090667963,23.42457919031162,7.163100575008348
12,311.6175555653151,-64.99204857939763,-80.6964497834483,-23.09166168393652,-5.008627592648365,12.028574077761764,33.48016981988749,20.571882743600415,24.408370240063206,3.0172460258347744
13,563.15086507344,-67.66039671321526,-57.97568852999151,-26.93126821228609,-14.17543633498075,-1.0000382565716543,11.047295731519245,11.203578925957297,18.26576862442364,8.749932470274011
14,472.9451740490849,-66.11488067946024,-68.41042524814037,-28.348591300640923,-14.151286246312342,1.0000247848059585,14.065366570495952,14.295021188967715,14.09666188863956,6.256796489184609
15,411.89653304010756,-66.94643088225668,-67.84052338608348,-28.348591300640923,-11.07176192728226,3.000531352804322,15.064121764882513,15.273305754989876,11.043434029937266,6.191137156988321
16,363.02497116147026,-73.94922596739534,63.42170348839011,-26.02403780059727,-9.038202561398252,4.001065729003312,15.052411187538928,17.320131252837893,10.02858341159073,3.022396572733854
