,sampleLabel_0,sampleLabel_1,sampleLabel_2,sampleLabel_3,sampleLabel_4,sampleLabel_5,sampleLabel_6,sampleLabel_7,sampleLabel_8,sampleLabel_9
0,607.7211752420303,-46.793906978592204,25.38146159745714,30.12416326656344,-25.805642339929165,-16.660811018093874,16.957350149235886,-11.521627929071606,12.812585768448873,-7.181223123824474
1,573.5644378468409,-61.40290365678632,37.99914913636665,42.017983863815594,38.95939077402753,-47.71984163652757,15.799318170331034,-3.2175055439664217,-13.356696846356064,17.62808979394311
2,516.1300167657344,-107.39629353068193,35.993448453372665,35.51705777447701,32.978272039427885,39.45504770536833,18.819035546077064,9.508950777764667,18.882252487173055,28.07266923492958
3,464.04482734695245,126.5258629847423,32.183577324461126,34.06696699607822,28.348591300640923,35.700796570022675,20.20768729997179,14.627071693056205,26.242799869770668,31.442993926370654
4,422.7070248816271,138.35464822001862,30.80729940803,31.257014246424752,22.00873409106841,40.45332785993789,-13.825044618764773,24.287379325594806,30.00340666846439,28.07266923492958
5,443.99832096118155,118.99188538877051,24.10083917410429,18.291196330707926,16.69847593151771,31.51160109114113,27.650089237529546,-9.230230559902363,8.052190492568915,22.29410490655041
6,356.0899834832762,-102.68441860117817,17.329618559325223,13.392911909412582,15.417819883875676,36.589493298567156,34.32920564044928,17.14923280070172,17.232531009403402,4.098179101831515
7,301.02181400676767,91.69024628688045,12.078026467634638,10.186164345609077,4.0081750241827185,56.4967427661185,40.41537459994358,76.45639000043843,6.0127263791318555,-28.971910583617582
8,259.5358218786499,82.38695706072427,7.202438723325479,4.0134547816400845,-7.027860717694846,77.64051601818464,-47.71984163652757,138.99295530910663,-20.44069513061751,-46.669552385967535
9,449.4696454480654,-115.85136802320022,26.444243913307343,16.278238189515747,16.960588297576628,20.490895509157575,25.17634235287672,-13.638306906882596,6.017605990753998,11.24471732248983
10,447.1308901885534,-156.37892227784326,31.581734464403617,20.827363366653938,29.577056626361138,28.732189520030403,-8.480294148788314,16.65854909262676,33.43949708401644,5.068844461500735
11,498.5955654853153,-148.22254304409546,33.91470029847177,27.26394705647568,39.22339423978764,30.040388545133137,-8.749932470274011,9.250691930325406,34.43234277072734,10.441797292542347
12,534.1809212861492,160.7677379704477,36.98550512897821,20.15274789852965,35.07300617440147,32.50957697222956,-8.885765876316732,7.147510594483857,17.499864940548022,12.556469346249338
13,472.703229827356,-113.7457622470254,31.132976374807107,17.771531752633464,19.718037750907424,11.146917861777023,21.76459308965786,-9.273910610359927,6.017605990753998,-2.002306014363934
14,480.54566483109676,-153.98130104200624,41.58446348988467,29.166149399320542,31.614941866018466,9.508950777764667,-5.077275590396604,22.707062423380314,33.921176595153256,-6.191137156988321
15,524.1209065267909,-123.60248282681958,40.460679529764164,34.659237118650445,35.54846588324482,17.93116286439534,-13.492685129271889,13.971528029272628,36.24953280144322,-1.0006496465881733
16,550.8599873433236,-140.3836149522658,39.45504770536833,27.26394705647568,25.20330174943987,22.280938147703857,-15.282535421091724,11.694304931781556,17.717565811862052,2.0033151217217986
17,504.7620153464335,-114.6349982250902,38.105065687408405,22.08495536798767,23.720643508296394,2.004578811079756,-9.996486610856323,-3.0172460258347744,7.031921308342,-12.658958538637771
18,502.36793485220676,-136.8035336392332,41.00139437007915,32.59848715382555,31.149407170799318,-1.1107207345395915,-2.0027423678194087,28.474956284660216,25.580614985072998,-9.746047524499891
19,533.0893323986539,-115.26920623149196,41.47513385629432,36.50429740379611,36.558832298061496,-5.335587825140227,-4.018240747624,22.95021580412394,28.274685925673626,-4.098179101831515
20,554.8316339428608,-126.80987566380249,43.39503194840981,29.707917530271807,28.756276883973808,-6.008077709026628,-8.07592195561264,17.499864940548022,-17.91373952593831,-3.0428982684534804
21,-2.4756597941893173,6.360220611591235,-27.20257338003477,-1.0065238115711144,1.0025820183242513,-20.230339764882082,-3.1511601091141133,-16.399458802838783,4.9513195883786345,24.18113112384169
22,-1.0033636954100211,7.147510594483857,27.648806798079306,10.63053948711723,12.579162939345967,16.34864133001159,24.167045170227347,-29.707917530271807,10.852158793010497,22.70303541381849
