,sampleLabel_0,sampleLabel_1,sampleLabel_2,sampleLabel_3,sampleLabel_4,sampleLabel_5,sampleLabel_6,sampleLabel_7,sampleLabel_8,sampleLabel_9
0,618.9714289067877,38.105065687408405,-6.409907547316268,-101.05199259655741,-6.094593336461975,11.521627929071606,9.19601385150555,-10.2645691121938,0.0,0.0
1,592.4969248940129,30.396918520744396,-19.229722641948804,-125.91019388686827,-1.0006496465881733,9.250691930325406,12.277219657279478,11.438720334411435,0.0,-3.1511601091141133
2,503.2342643682418,15.288067692236758,-21.254069023514162,-128.0948965566092,0.0,11.21608272790094,21.96256657490789,10.154551180793208,2.221441469079183,0.0
3,446.6469630750764,4.240147074394157,-23.698977255496548,-119.84062116354502,3.0084279120228636,12.18007324457537,21.710423943283534,8.052190492568915,7.002997310635932,0.0
4,412.2774236955708,0.0,-30.66162551529845,-116.87817232208259,4.018240747624,13.180553229886307,16.240097659433825,7.024525759616446,7.002997310635932,-1.0065238115711144
5,434.70068769554126,21.046329107858696,-21.697515974204904,117.1126104259449,-1.00028907588143,11.203578925957297,19.51501306815131,7.020158247845112,-1.1107207345395915,-1.0174645903152926
6,353.2687977241862,11.849488627748274,-19.229722641948804,101.85666038825971,-5.035329860709229,12.163689665719776,24.738748111819916,11.048697429488588,-4.636476090008061,0.0
7,301.7768721666207,4.636476090008061,-22.553465571071754,87.45809565539729,-4.015576880348781,14.189705460416393,63.11697599910232,-25.53945189938475,-2.073495142662092,1.036747571331046
8,262.57657302633726,0.0,-21.76459308965786,79.46062394836473,-4.015576880348781,19.354922353968394,102.94643390140693,-70.6497771668898,-2.0490895509157574,3.332162203618774
9,465.69454991456746,22.61350779536116,-23.698977255496548,-115.5439095565768,-3.006608490208745,8.07592195561264,13.172959567326291,3.0021216932491566,0.0,-1.0100729040946672
10,425.1265382235103,-14.784650149541376,-24.65869086233364,-129.03037712953022,-1.000228451356499,7.0512333761454045,13.121717669908197,8.039670080372673,-2.073495142662092,-3.1511601091141133
11,480.29028402044486,-17.10044170490415,-20.711103497529532,-131.65935464867343,-6.071480866483457,-6.039142869426687,19.408786749463363,23.09166168393652,-4.442882938158366,-2.0490895509157574
12,514.272290287293,-10.63053948711723,-27.648806798079306,-131.65935464867343,-4.028847957206629,-5.018892798820074,20.571882743600415,14.343626856410301,-1.004560186906,2.073495142662092
13,510.9109182253595,-21.046329107858696,-25.805642339929165,-111.93919722750363,-6.060437424568003,4.009157622159512,7.027860717694846,2.0008321894123977,0.0,-1.0100729040946672
14,481.67303740745797,-2.0490895509157574,-25.20330174943987,-118.9264038979082,-4.015576880348781,4.008645472504894,10.054116288180644,5.018892798820074,1.0065238115711144,-3.0835639767751353
15,532.4542036821996,-7.002997310635932,-21.254069023514162,-120.48419555084368,-9.250691930325406,-9.120880868316648,16.258667183794184,18.906960654684678,1.0174645903152926,-1.0065238115711144
16,552.6057946113682,-9.902639176757269,-27.20257338003477,-124.41561627365421,-6.071480866483457,-5.017810605602382,15.29825244081079,6.039142869426687,3.1511601091141133,1.0100729040946672
17,566.2017424770784,-16.299243576912776,-24.283192188096216,-113.50314183706321,-9.21211717111196,0.0,0.0,2.0011512125478337,0.0,-2.073495142662092
18,532.2090127267517,-4.146990285324184,-21.697515974204904,-115.13491571390126,-5.035329860709229,-3.0038761511533307,7.019425305644389,3.0061312681370387,1.0100729040946672,-2.026052099706507
